source_row	uniprot_A	uniprot_B	label	a_sequence	b_sequence	a_length	b_length	a_within_max_length	b_within_max_length	decision	reason
1526	F4I1K2	Q9FG65	negative	True	True	489	502	True	True	kept	both_sequences_available_within_max_length
1527	F4I3C3	Q9C8Y7	negative	True	True	652	456	True	True	kept	both_sequences_available_within_max_length
1528	F4I3V3	Q147N7	negative	True	True	636	287	True	True	kept	both_sequences_available_within_max_length
1529	F4I420	Q8VYJ7	negative	True	True	1294	964	False	True	removed	sequence_A_exceeds_max_length
1530	F4I421	Q84JG2	negative	True	True	1166	469	False	True	removed	sequence_A_exceeds_max_length
1531	F4I4R0	O82307	negative	True	True	408	315	True	True	kept	both_sequences_available_within_max_length
1532	F4I4R0	Q9M000	negative	True	True	408	623	True	True	kept	both_sequences_available_within_max_length
1533	F4I4R0	Q9STE8	negative	True	True	408	818	True	True	kept	both_sequences_available_within_max_length
1534	F4I5D7	Q9SXJ7	negative	True	True	509	952	True	True	kept	both_sequences_available_within_max_length
1535	F4I672	Q9C7A8	negative	True	True	460	210	True	True	kept	both_sequences_available_within_max_length
1536	F4I672	Q9FLM8	negative	True	True	460	51	True	True	kept	both_sequences_available_within_max_length
1537	F4I6M4	Q9C5G5	negative	True	True	821	597	True	True	kept	both_sequences_available_within_max_length
1538	F4I764	Q6X7K0	negative	True	True	362	350	True	True	kept	both_sequences_available_within_max_length
1539	F4I7I0	Q9LP51	negative	True	True	543	520	True	True	kept	both_sequences_available_within_max_length
1540	F4I8E9	O81108	negative	True	True	557	1014	True	True	kept	both_sequences_available_within_max_length
1541	F4I9J8	P57742	negative	True	True	513	151	True	True	kept	both_sequences_available_within_max_length
1542	F4ICX9	Q9CAC1	negative	True	True	759	492	True	True	kept	both_sequences_available_within_max_length
1543	F4IE21	F4K5X6	negative	True	True	228	287	True	True	kept	both_sequences_available_within_max_length
1544	F4IFC5	Q9FI70	negative	True	True	650	372	True	True	kept	both_sequences_available_within_max_length
1545	F4IG60	Q8RWZ3	negative	True	False	136		True	False	removed	sequence_missing_B
1546	F4IH98	O04336	negative	True	True	133	380	True	True	kept	both_sequences_available_within_max_length
1547	F4IH98	Q93XY4	negative	True	True	133	302	True	True	kept	both_sequences_available_within_max_length
1548	F4IHL3	Q9LM92	negative	True	True	641	131	True	True	kept	both_sequences_available_within_max_length
1549	F4IHS9	Q9LPR6	negative	True	True	342	271	True	True	kept	both_sequences_available_within_max_length
1550	F4II29	Q9FHQ9	negative	True	True	798	163	True	True	kept	both_sequences_available_within_max_length
1551	F4IK01	Q940I8	negative	True	True	299	394	True	True	kept	both_sequences_available_within_max_length
1552	F4IM73	P0CW77	negative	True	True	496	542	True	True	kept	both_sequences_available_within_max_length
1553	F4IPE3	Q9LVW0	negative	True	True	445	401	True	True	kept	both_sequences_available_within_max_length
1554	F4IS00	Q38869	negative	True	True	405	501	True	True	kept	both_sequences_available_within_max_length
1555	F4ISG1	Q8L7W0	negative	True	True	631	351	True	True	kept	both_sequences_available_within_max_length
1556	F4ITL6	Q8VWQ4	negative	True	True	250	195	True	True	kept	both_sequences_available_within_max_length
1557	F4IUW3	Q500V6	negative	True	True	550	534	True	True	kept	both_sequences_available_within_max_length
1558	F4IUW3	Q9SB04	negative	True	True	550	184	True	True	kept	both_sequences_available_within_max_length
1559	F4IVJ8	Q9FGP7	negative	True	True	1826	202	False	True	removed	sequence_A_exceeds_max_length
1560	F4IVZ7	P48006	negative	True	True	441	231	True	True	kept	both_sequences_available_within_max_length
1561	F4IX22	O80786	negative	True	True	1254	727	False	True	removed	sequence_A_exceeds_max_length
1562	F4IX22	Q9SIK1	negative	True	True	1254	523	False	True	removed	sequence_A_exceeds_max_length
1563	F4IX26	Q9LY28	negative	True	True	313	479	True	True	kept	both_sequences_available_within_max_length
1564	F4IYD1	Q9C9N5	negative	True	True	371	685	True	True	kept	both_sequences_available_within_max_length
1565	F4IZC0	Q9LXC9	negative	True	True	493	300	True	True	kept	both_sequences_available_within_max_length
1566	F4IZC5	Q9MAU6	negative	True	True	323	447	True	True	kept	both_sequences_available_within_max_length
1567	F4J030	Q9LIS3	negative	True	True	399	460	True	True	kept	both_sequences_available_within_max_length
1568	F4J0W4	Q94F58	negative	True	True	643	340	True	True	kept	both_sequences_available_within_max_length
1569	F4J153	Q94JQ7	negative	True	True	607	144	True	True	kept	both_sequences_available_within_max_length
1570	F4J220	Q949V7	negative	True	True	279	459	True	True	kept	both_sequences_available_within_max_length
1571	F4J2K4	Q6S592	negative	True	True	1273	207	False	True	removed	sequence_A_exceeds_max_length
1572	F4J5M9	Q9M3B3	negative	True	True	258	522	True	True	kept	both_sequences_available_within_max_length
1573	F4J6I6	P31167	negative	True	True	507	381	True	True	kept	both_sequences_available_within_max_length
1574	F4J819	O65555	negative	True	True	705	441	True	True	kept	both_sequences_available_within_max_length
1575	F4JCR2	Q0PW40	negative	True	True	1606	673	False	True	removed	sequence_A_exceeds_max_length
1576	F4JKK0	O64425	negative	True	True	1108	249	False	True	removed	sequence_A_exceeds_max_length
1577	F4JL28	Q39218	negative	True	True	234	391	True	True	kept	both_sequences_available_within_max_length
1578	F4JMN0	Q9LQ12	negative	True	True	201	542	True	True	kept	both_sequences_available_within_max_length
1579	F4JP43	Q8VZ73	negative	True	True	2037	296	False	True	removed	sequence_A_exceeds_max_length
1580	F4JP79	Q9S9Z2	negative	True	True	514	365	True	True	kept	both_sequences_available_within_max_length
1581	F4JP94	Q9LX51	negative	True	True	277	520	True	True	kept	both_sequences_available_within_max_length
1582	F4JQ95	Q9SAK9	negative	True	True	492	126	True	True	kept	both_sequences_available_within_max_length
1583	F4JRB0-2	Q0PW40	negative	False	True		673	False	True	removed	sequence_missing_A
1584	F4JRR5	Q9C616	negative	True	True	421	388	True	True	kept	both_sequences_available_within_max_length
1585	F4JS25	Q6NNH1	negative	True	True	1052	387	False	True	removed	sequence_A_exceeds_max_length
1586	F4JSU0	Q94CK1	negative	True	True	305	376	True	True	kept	both_sequences_available_within_max_length
1587	F4JT76	Q9S7J8	negative	True	True	1034	1001	False	True	removed	sequence_A_exceeds_max_length
1588	F4JTI1	Q9ZT96	negative	True	True	782	541	True	True	kept	both_sequences_available_within_max_length
1589	F4JVI3	Q93WB2	negative	True	True	493	220	True	True	kept	both_sequences_available_within_max_length
1590	F4JVN6	Q94BU8	negative	True	True	1380	185	False	True	removed	sequence_A_exceeds_max_length
1591	F4JXH7	Q9SI62	negative	True	True	987	343	True	True	kept	both_sequences_available_within_max_length
1592	F4JY84	Q27GL4	negative	True	True	459	273	True	True	kept	both_sequences_available_within_max_length
1593	F4JZD5	Q8VXY0	negative	True	True	270	186	True	True	kept	both_sequences_available_within_max_length
1594	F4K0E8	Q9C803	negative	True	True	741	175	True	True	kept	both_sequences_available_within_max_length
1595	F4K128	Q9LFS4	negative	True	True	1064	638	False	True	removed	sequence_A_exceeds_max_length
1596	F4K1J1	Q8S9G8	negative	True	True	453	801	True	True	kept	both_sequences_available_within_max_length
1597	F4K1U5	O23712	negative	True	True	199	277	True	True	kept	both_sequences_available_within_max_length
1598	F4K210	O80765	negative	True	True	389	383	True	True	kept	both_sequences_available_within_max_length
1599	F4K210	Q9FX31	negative	True	True	389	722	True	True	kept	both_sequences_available_within_max_length
1600	F4K3G5	O04291	negative	True	True	1297	852	False	True	removed	sequence_A_exceeds_max_length
1601	F4K3G5	O64477	negative	True	True	1297	828	False	True	removed	sequence_A_exceeds_max_length
1602	F4K3G5	Q6NNI6	negative	True	True	1297	204	False	True	removed	sequence_A_exceeds_max_length
1603	F4K5S0	Q9FL13	negative	True	True	1658	183	False	True	removed	sequence_A_exceeds_max_length
1604	F4K5S0	Q9MAU6	negative	True	True	1658	447	False	True	removed	sequence_A_exceeds_max_length
1605	F4K8Y6	Q9FY69	negative	True	True	683	326	True	True	kept	both_sequences_available_within_max_length
1606	F4K964	Q9C7K0	negative	True	True	789	282	True	True	kept	both_sequences_available_within_max_length
1607	F4K9W6	Q9C9N8	negative	True	True	493	433	True	True	kept	both_sequences_available_within_max_length
1608	F4KAS3	Q94F08	negative	True	True	326	696	True	True	kept	both_sequences_available_within_max_length
1609	F4KCH7	Q9LQ28	negative	True	True	591	184	True	True	kept	both_sequences_available_within_max_length
1610	F4KCH7	Q9M9V8	negative	True	True	591	545	True	True	kept	both_sequences_available_within_max_length
1611	F4KD38	Q8LE52	negative	True	False	1161		False	False	removed	sequence_missing_B
1612	F4KG64	Q8L860	negative	True	True	761	675	True	True	kept	both_sequences_available_within_max_length
1613	F4KGE8	Q9SCM4	negative	True	True	559	249	True	True	kept	both_sequences_available_within_max_length
1614	F4KGY6	Q9SI09	negative	True	True	387	162	True	True	kept	both_sequences_available_within_max_length
1615	F4KIB2	Q9LUG9	negative	True	True	648	1309	True	False	removed	sequence_B_exceeds_max_length
1616	F4KIB2	Q9LUH2	negative	True	True	648	477	True	True	kept	both_sequences_available_within_max_length
1617	F4KIJ2	Q8GWJ7	negative	True	True	1040	645	False	True	removed	sequence_A_exceeds_max_length
1618	O04005	Q944G5	negative	True	True	216	636	True	True	kept	both_sequences_available_within_max_length
1619	O04019	Q8S897	negative	True	False	423		True	False	removed	sequence_missing_B
1620	O04027	Q9LRJ9	negative	True	True	139	252	True	True	kept	both_sequences_available_within_max_length
1621	O04034	Q1G3Z3	negative	True	True	546	91	True	True	kept	both_sequences_available_within_max_length
1622	O04036	Q9M1Y3	negative	True	True	496	611	True	True	kept	both_sequences_available_within_max_length
1623	O04173	P56792	negative	True	True	134	122	True	True	kept	both_sequences_available_within_max_length
1624	O04265	Q9FXG8-2	negative	True	False	347		True	False	removed	sequence_missing_B
1625	O04291	Q38819	negative	True	True	852	450	True	True	kept	both_sequences_available_within_max_length
1626	O04291	Q9LYG8	negative	True	True	852	273	True	True	kept	both_sequences_available_within_max_length
1627	O04294	Q8L7V8	negative	True	True	531	554	True	True	kept	both_sequences_available_within_max_length
1628	O04309	O22890	negative	True	True	451	209	True	True	kept	both_sequences_available_within_max_length
1629	O04314	Q9LV90	negative	True	True	298	479	True	True	kept	both_sequences_available_within_max_length
1630	O04316	O64636	negative	True	True	619	512	True	True	kept	both_sequences_available_within_max_length
1631	O04331	O04848	negative	True	True	277	142	True	True	kept	both_sequences_available_within_max_length
1632	O04450	Q93ZJ3	negative	True	True	535	100	True	True	kept	both_sequences_available_within_max_length
1633	O04539	Q9STT5	negative	True	True	1326	935	False	True	removed	sequence_A_exceeds_max_length
1634	O04551	P47999	negative	True	True	308	392	True	True	kept	both_sequences_available_within_max_length
1635	O04632	P93743	negative	True	True	126	269	True	True	kept	both_sequences_available_within_max_length
1636	O04656	Q9FND1	negative	True	True	450	566	True	True	kept	both_sequences_available_within_max_length
1637	O04951	Q9FMH6	negative	True	True	307	155	True	True	kept	both_sequences_available_within_max_length
1638	O04951	Q9M9S0	negative	True	True	307	312	True	True	kept	both_sequences_available_within_max_length
1639	O22059	Q9SU56	negative	True	True	94	610	True	True	kept	both_sequences_available_within_max_length
1640	O22178	Q42581	negative	True	True	773	403	True	True	kept	both_sequences_available_within_max_length
1641	O22211	Q9SJR5	negative	True	True	431	398	True	True	kept	both_sequences_available_within_max_length
1642	O22224	Q8VY89	negative	True	True	861	558	True	True	kept	both_sequences_available_within_max_length
1643	O22229	Q8W4I4	negative	True	True	529	782	True	True	kept	both_sequences_available_within_max_length
1644	O22264	Q94AA3	negative	True	True	371	333	True	True	kept	both_sequences_available_within_max_length
1645	O22264	Q9FHB0	negative	True	True	371	328	True	True	kept	both_sequences_available_within_max_length
1646	O22265	P22954	negative	True	True	373	653	True	True	kept	both_sequences_available_within_max_length
1647	O22285	Q9ZV66	negative	True	True	694	168	True	True	kept	both_sequences_available_within_max_length
1648	O22286	Q8VYP5	negative	True	True	408	307	True	True	kept	both_sequences_available_within_max_length
1649	O22456-2	Q9LRY5	negative	False	True		354	False	True	removed	sequence_missing_A
1650	O22476	Q7XJU2	negative	True	True	1196	149	False	True	removed	sequence_A_exceeds_max_length
1651	O22476	Q8LCH5	negative	True	True	1196	154	False	True	removed	sequence_A_exceeds_max_length
1652	O22527	Q94BY8	negative	True	True	324	325	True	True	kept	both_sequences_available_within_max_length
1653	O22558	Q93YT1	negative	True	True	546	912	True	True	kept	both_sequences_available_within_max_length
1654	O22588	Q8GXT3	negative	True	True	267	454	True	True	kept	both_sequences_available_within_max_length
1655	O22622	Q9LPW3	negative	True	True	115	450	True	True	kept	both_sequences_available_within_max_length
1656	O22714	Q8VYI1	negative	True	True	491	260	True	True	kept	both_sequences_available_within_max_length
1657	O22759	Q9FIQ4	negative	True	True	402	226	True	True	kept	both_sequences_available_within_max_length
1658	O22763	Q93W92	negative	True	True	411	164	True	True	kept	both_sequences_available_within_max_length
1659	O22768	P29517	negative	True	True	310	444	True	True	kept	both_sequences_available_within_max_length
1660	O22769	Q42404	negative	True	True	255	427	True	True	kept	both_sequences_available_within_max_length
1661	O22798	Q9LVI4	negative	True	True	268	352	True	True	kept	both_sequences_available_within_max_length
1662	O22815	O65523	negative	True	False	501		True	False	removed	sequence_missing_B
1663	O22815	Q9FNZ2	negative	True	True	501	430	True	True	kept	both_sequences_available_within_max_length
1664	O22823	P25819	negative	True	True	91	492	True	True	kept	both_sequences_available_within_max_length
1665	O22845	Q9SGS2	negative	True	True	215	338	True	True	kept	both_sequences_available_within_max_length
1666	O22860	Q84K05	negative	True	True	69	189	True	True	kept	both_sequences_available_within_max_length
1667	O22900	Q8RWZ6	negative	True	False	337		True	False	removed	sequence_missing_B
1668	O22914	Q9LPL4	negative	True	True	124	360	True	True	kept	both_sequences_available_within_max_length
1669	O22932	Q9C827	negative	True	True	435	926	True	True	kept	both_sequences_available_within_max_length
1670	O22958	Q9SVW8	negative	True	True	248	549	True	True	kept	both_sequences_available_within_max_length
1671	O22985	Q9M9B3	negative	True	True	332	319	True	True	kept	both_sequences_available_within_max_length
1672	O23063	Q8LDK5	negative	True	False	364		True	False	removed	sequence_missing_B
1673	O23078	Q9FFD5	negative	True	True	927	153	True	True	kept	both_sequences_available_within_max_length
1674	O23078	Q9SJL7	negative	True	True	927	298	True	True	kept	both_sequences_available_within_max_length
1675	O23087	Q9FMC7	negative	True	True	1054	178	False	True	removed	sequence_A_exceeds_max_length
1676	O23120	Q38826	negative	True	True	144	321	True	True	kept	both_sequences_available_within_max_length
1677	O23167	Q42581	negative	True	True	562	403	True	True	kept	both_sequences_available_within_max_length
1678	O23171	Q9FZ33	negative	True	True	256	473	True	True	kept	both_sequences_available_within_max_length
1679	O23210	Q9C9A6	negative	True	True	486	628	True	True	kept	both_sequences_available_within_max_length
1680	O23236	Q940U6	negative	True	True	361	316	True	True	kept	both_sequences_available_within_max_length
1681	O23263	Q9LUZ4	negative	True	True	111	607	True	True	kept	both_sequences_available_within_max_length
1682	O23264	Q9SAF1	negative	True	True	490	427	True	True	kept	both_sequences_available_within_max_length
1683	O23290	Q8S3N1	negative	True	False	105		True	False	removed	sequence_missing_B
1684	O23298	Q8RX29	negative	True	False	158		True	False	removed	sequence_missing_B
1685	O23338	O24412	negative	True	True	152	308	True	True	kept	both_sequences_available_within_max_length
1686	O23342	Q5PP38	negative	True	True	177	470	True	True	kept	both_sequences_available_within_max_length
1687	O23379	Q9ZR04	negative	True	True	330	302	True	True	kept	both_sequences_available_within_max_length
1688	O23409	O64798	negative	False	True		389	False	True	removed	sequence_missing_A
1689	O23489	O82290	negative	False	True		387	False	True	removed	sequence_missing_A
1690	O23504	Q944K2	negative	True	True	204	437	True	True	kept	both_sequences_available_within_max_length
1691	O23530	Q8GYN5	negative	True	True	1437	211	False	True	removed	sequence_A_exceeds_max_length
1692	O23628	O64823	negative	True	True	136	336	True	True	kept	both_sequences_available_within_max_length
1693	O23659	O65397	negative	True	True	326	108	True	True	kept	both_sequences_available_within_max_length
1694	O23661	Q9FGJ8	negative	True	True	608	264	True	True	kept	both_sequences_available_within_max_length
1695	O23693	Q9C6B8	negative	True	True	573	622	True	True	kept	both_sequences_available_within_max_length
1696	O23694	O64511-1	negative	True	False	166		True	False	removed	sequence_missing_B
1697	O23712	Q9SLV1	negative	True	True	277	225	True	True	kept	both_sequences_available_within_max_length
1698	O23715	Q9FNY0	negative	True	True	249	485	True	True	kept	both_sequences_available_within_max_length
1699	O23913	P27140	negative	True	True	325	347	True	True	kept	both_sequences_available_within_max_length
1700	O24409	Q9SKB2	negative	True	True	197	641	True	True	kept	both_sequences_available_within_max_length
1701	O24412	Q940Z1	negative	True	True	308	316	True	True	kept	both_sequences_available_within_max_length
1702	O48533	P51102	negative	True	True	259	382	True	True	kept	both_sequences_available_within_max_length
1703	O48538	Q3E7N5	negative	True	True	944	126	True	True	kept	both_sequences_available_within_max_length
1704	O48686	P84634	negative	True	True	1330	1702	False	False	removed	sequence_A_and_B_exceed_max_length
1705	O48707	Q8GYN0	negative	True	True	199	146	True	True	kept	both_sequences_available_within_max_length
1706	O48707	Q9SIH1	negative	True	True	199	164	True	True	kept	both_sequences_available_within_max_length
1707	O48741	P34788	negative	True	True	401	152	True	True	kept	both_sequences_available_within_max_length
1708	O48790	Q9SAH1	negative	True	True	387	80	True	True	kept	both_sequences_available_within_max_length
1709	O48828	Q1PDZ0	negative	True	True	160	193	True	True	kept	both_sequences_available_within_max_length
1710	O48844	Q8L838	negative	True	True	1004	738	True	True	kept	both_sequences_available_within_max_length
1711	O48845	Q5YGP7	negative	True	True	134	568	True	True	kept	both_sequences_available_within_max_length
1712	O48847	Q9ZW31	negative	True	True	787	153	True	True	kept	both_sequences_available_within_max_length
1713	O48916	Q9LY43	negative	True	True	237	351	True	True	kept	both_sequences_available_within_max_length
1714	O48917	Q9SJM3	negative	True	True	477	949	True	True	kept	both_sequences_available_within_max_length
1715	O48963	Q9FK91	negative	True	True	996	814	True	True	kept	both_sequences_available_within_max_length
1716	O49160	Q9ZR02	negative	True	True	900	154	True	True	kept	both_sequences_available_within_max_length
1717	O49213	Q9FIP0	negative	True	True	323	245	True	True	kept	both_sequences_available_within_max_length
1718	O49299	Q9LVI4	negative	True	True	583	352	True	True	kept	both_sequences_available_within_max_length
1719	O49404	Q94F00	negative	True	True	284	371	True	True	kept	both_sequences_available_within_max_length
1720	O49460	P56762	negative	True	True	288	329	True	True	kept	both_sequences_available_within_max_length
1721	O49515	Q39190	negative	True	True	303	479	True	True	kept	both_sequences_available_within_max_length
1722	O49519	O81793	negative	True	True	75	271	True	True	kept	both_sequences_available_within_max_length
1723	O49538	Q9FHN8	negative	True	True	374	1260	True	False	removed	sequence_B_exceeds_max_length
1724	O49552	Q9C899	negative	True	True	1088	361	False	True	removed	sequence_A_exceeds_max_length
1725	O49553	Q8H1B3	negative	True	True	145	675	True	True	kept	both_sequences_available_within_max_length
1726	O49653	O82568	negative	True	True	353	389	True	True	kept	both_sequences_available_within_max_length
1727	O49654	Q9C551	negative	True	True	688	537	True	True	kept	both_sequences_available_within_max_length
1728	O49660	Q8RUS5	negative	True	False	491		True	False	removed	sequence_missing_B
1729	O49663	Q8GYG0	negative	True	True	176	376	True	True	kept	both_sequences_available_within_max_length
1730	O49686	Q8LDI1	negative	True	True	191	222	True	True	kept	both_sequences_available_within_max_length
1731	O49697	Q9FNE4	negative	True	True	262	1008	True	True	kept	both_sequences_available_within_max_length
1732	O49724	Q9ZT50	negative	False	True		155	False	True	removed	sequence_missing_A
1733	O49839	Q8LF48	negative	True	False	426		True	False	removed	sequence_missing_B
1734	O49839	Q8LPQ9	negative	True	False	426		True	False	removed	sequence_missing_B
1735	O50068	Q9M345	negative	False	True		677	False	True	removed	sequence_missing_A
1736	O64399	Q38900	negative	True	True	295	173	True	True	kept	both_sequences_available_within_max_length
1737	O64471	Q84JF2	negative	True	True	315	236	True	True	kept	both_sequences_available_within_max_length
1738	O64477	Q8GY79	negative	True	True	828	393	True	True	kept	both_sequences_available_within_max_length
1739	O64503	Q8S3D2	negative	True	False	332		True	False	removed	sequence_missing_B
1740	O64511	Q9LD40	negative	True	True	399	696	True	True	kept	both_sequences_available_within_max_length
1741	O64531	Q9LU64	negative	True	True	399	305	True	True	kept	both_sequences_available_within_max_length
1742	O64531	Q9ZVN6	negative	True	True	399	653	True	True	kept	both_sequences_available_within_max_length
1743	O64602	Q949S3	negative	True	True	510	202	True	True	kept	both_sequences_available_within_max_length
1744	O64638	Q9LRZ4	negative	True	True	515	351	True	True	kept	both_sequences_available_within_max_length
1745	O64647	Q941L2	negative	True	True	356	192	True	True	kept	both_sequences_available_within_max_length
1746	O64687	Q9M0M4	negative	True	True	148	343	True	True	kept	both_sequences_available_within_max_length
1747	O64778	Q8LDK3	negative	True	False	807		True	False	removed	sequence_missing_B
1748	O64778	Q9T6H8	negative	True	True	807	382	True	True	kept	both_sequences_available_within_max_length
1749	O64798	Q9SUT6	negative	True	True	389	329	True	True	kept	both_sequences_available_within_max_length
1750	O64816	Q8LGH4-PRO_0000396851	negative	True	False	432		True	False	removed	sequence_missing_B
1751	O64823	Q6DSS2	negative	True	True	336	174	True	True	kept	both_sequences_available_within_max_length
1752	O64903	Q9FMR9	negative	True	True	231	458	True	True	kept	both_sequences_available_within_max_length
1753	O65373	Q84K71	negative	True	True	215	521	True	True	kept	both_sequences_available_within_max_length
1754	O65389	Q9SA23	negative	True	True	329	232	True	True	kept	both_sequences_available_within_max_length
1755	O65398	Q8L797	negative	True	True	283	262	True	True	kept	both_sequences_available_within_max_length
1756	O65421	Q8H7F6	negative	True	True	209	293	True	True	kept	both_sequences_available_within_max_length
1757	O65440-2	Q8S9K8	negative	False	True		275	False	True	removed	sequence_missing_A
1758	O65440-2	Q94C65	negative	False	True		221	False	True	removed	sequence_missing_A
1759	O65440-2	Q9M886	negative	False	True		263	False	True	removed	sequence_missing_A
1760	O65499	Q07098	negative	True	True	284	306	True	True	kept	both_sequences_available_within_max_length
1761	O65508	Q42602	negative	True	True	377	506	True	True	kept	both_sequences_available_within_max_length
1762	O65515	Q9MAN1	negative	True	True	238	358	True	True	kept	both_sequences_available_within_max_length
1763	O65523	Q1PEY6	negative	False	True		156	False	True	removed	sequence_missing_A
1764	O65539	Q9C9Y8	negative	False	True		640	False	True	removed	sequence_missing_A
1765	O65539	Q9SYM5	negative	False	True		669	False	True	removed	sequence_missing_A
1766	O65567	Q94A21	negative	True	True	904	318	True	True	kept	both_sequences_available_within_max_length
1767	O65665	Q41969	negative	True	True	272	268	True	True	kept	both_sequences_available_within_max_length
1768	O65685	Q42533	negative	True	True	532	280	True	True	kept	both_sequences_available_within_max_length
1769	O65685	Q9LTF2	negative	True	True	532	179	True	True	kept	both_sequences_available_within_max_length
1770	O65719	P49689	negative	True	True	649	62	True	True	kept	both_sequences_available_within_max_length
1771	O65782	Q38836-2	negative	True	False	499		True	False	removed	sequence_missing_B
1772	O65784	Q6NQD9	negative	True	True	498	207	True	True	kept	both_sequences_available_within_max_length
1773	O65786	Q8VYF7	negative	True	True	504	238	True	True	kept	both_sequences_available_within_max_length
1774	O65896	Q9S7L5	negative	True	True	301	195	True	True	kept	both_sequences_available_within_max_length
1775	O80345	Q8GW77	negative	True	True	479	347	True	True	kept	both_sequences_available_within_max_length
1776	O80345	Q9FJB4	negative	True	True	479	381	True	True	kept	both_sequences_available_within_max_length
1777	O80438	Q9SZI6	negative	True	True	190	352	True	True	kept	both_sequences_available_within_max_length
1778	O80474	Q94BV4	negative	True	True	263	528	True	True	kept	both_sequences_available_within_max_length
1779	O80480	Q9M8K6	negative	True	True	538	202	True	True	kept	both_sequences_available_within_max_length
1780	O80482	Q9LQT3	negative	True	True	207	125	True	True	kept	both_sequences_available_within_max_length
1781	O80482	Q9SMX3	negative	True	True	207	274	True	True	kept	both_sequences_available_within_max_length
1782	O80492	Q93VB4	negative	True	True	428	418	True	True	kept	both_sequences_available_within_max_length
1783	O80501	Q96285	negative	True	True	208	661	True	True	kept	both_sequences_available_within_max_length
1784	O80517	Q9M350	negative	True	True	202	745	True	True	kept	both_sequences_available_within_max_length
1785	O80548	Q9SCR0	negative	True	True	693	542	True	True	kept	both_sequences_available_within_max_length
1786	O80565	Q1ECK0	negative	True	True	343	167	True	True	kept	both_sequences_available_within_max_length
1787	O80574	Q9FUP0	negative	True	True	347	391	True	True	kept	both_sequences_available_within_max_length
1788	O80582	Q38822	negative	True	True	409	189	True	True	kept	both_sequences_available_within_max_length
1789	O80605	Q9ZR04	negative	True	True	594	302	True	True	kept	both_sequences_available_within_max_length
1790	O80626	Q8RXK1	negative	True	False	123		True	False	removed	sequence_missing_B
1791	O80632	Q94JX9	negative	True	True	394	217	True	True	kept	both_sequences_available_within_max_length
1792	O80638	Q94AT3	negative	True	True	374	378	True	True	kept	both_sequences_available_within_max_length
1793	O80651	Q6NNH1	negative	True	True	260	387	True	True	kept	both_sequences_available_within_max_length
1794	O80651	Q9LYN0	negative	True	True	260	209	True	True	kept	both_sequences_available_within_max_length
1795	O80653	Q94BY8	negative	True	True	613	325	True	True	kept	both_sequences_available_within_max_length
1796	O80653	Q9LQ10	negative	True	True	613	557	True	True	kept	both_sequences_available_within_max_length
1797	O80653	Q9SZR9	negative	True	True	613	638	True	True	kept	both_sequences_available_within_max_length
1798	O80654	Q9MAX3	negative	True	True	244	653	True	True	kept	both_sequences_available_within_max_length
1799	O80722	Q8LG92	negative	True	False	588		True	False	removed	sequence_missing_B
1800	O80739	P37107	negative	True	True	827	564	True	True	kept	both_sequences_available_within_max_length
1801	O80748	Q9SYT0	negative	True	True	251	317	True	True	kept	both_sequences_available_within_max_length
1802	O80759	Q1G3F7	negative	True	True	318	456	True	True	kept	both_sequences_available_within_max_length
1803	O80762	Q9FG94	negative	True	True	406	331	True	True	kept	both_sequences_available_within_max_length
1804	O80786	Q9CAK8	negative	True	True	727	231	True	True	kept	both_sequences_available_within_max_length
1805	O80805	Q9FE67	negative	True	True	279	200	True	True	kept	both_sequences_available_within_max_length
1806	O80837	Q42565	negative	True	True	190	276	True	True	kept	both_sequences_available_within_max_length
1807	O80860	Q9FH99	negative	True	True	695	228	True	True	kept	both_sequences_available_within_max_length
1808	O80861	Q93ZT6	negative	True	True	260	780	True	True	kept	both_sequences_available_within_max_length
1809	O80871	Q9LK29	negative	True	True	396	307	True	True	kept	both_sequences_available_within_max_length
1810	O80902	Q9SI20	negative	True	True	431	231	True	True	kept	both_sequences_available_within_max_length
1811	O80902	Q9ZSK2	negative	True	True	431	146	True	True	kept	both_sequences_available_within_max_length
1812	O80915	Q9LXC9	negative	True	True	220	300	True	True	kept	both_sequences_available_within_max_length
1813	O80917	Q93YQ1	negative	True	True	244	1344	True	False	removed	sequence_B_exceeds_max_length
1814	O80952	Q8VYJ7	negative	True	True	296	964	True	True	kept	both_sequences_available_within_max_length
1815	O80952	Q9LSB2	negative	True	True	296	386	True	True	kept	both_sequences_available_within_max_length
1816	O80963	Q93WY4	negative	True	True	776	218	True	True	kept	both_sequences_available_within_max_length
1817	O80982	Q645J1	negative	True	True	345	170	True	True	kept	both_sequences_available_within_max_length
1818	O80982	Q9SUU8	negative	True	True	345	377	True	True	kept	both_sequences_available_within_max_length
1819	O81069	Q9C888	negative	True	True	884	762	True	True	kept	both_sequences_available_within_max_length
1820	O81098	Q501B2	negative	True	True	205	409	True	True	kept	both_sequences_available_within_max_length
1821	O81148	Q944H1	negative	True	True	250	388	True	True	kept	both_sequences_available_within_max_length
1822	O81149	Q9FK28	negative	True	True	237	219	True	True	kept	both_sequences_available_within_max_length
1823	O81283	Q8RY59	negative	True	False	1503		False	False	removed	sequence_missing_B
1824	O81292	Q0WQN9	negative	True	True	674	298	True	True	kept	both_sequences_available_within_max_length
1825	O81292	Q1HDT2	negative	True	True	674	859	True	True	kept	both_sequences_available_within_max_length
