uniprot_A	uniprot_B	locus_A	locus_B	label	interaction_type	miscore_max	n_evidences	methods
P59220	Q9FLV4	At3g43810	At5g24080	positive	MI:0407	0.44	1	MI:0089
P59220	Q9FMC2	At3g43810	At5g38800	positive	MI:0407	0.44	1	MI:0089
P59220	Q9FME9	At3g43810	At5g64400	positive	MI:0407	0.44	1	MI:0089
P59220	Q9FUD3	At3g43810	At5g24800	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LD45	At3g43810	At5g47120	positive	MI:0407	0.54	2	MI:0047;MI:0809
P59220	Q9LDI3	At3g43810	At5g35410	positive	MI:0407	0.54	2	MI:0007;MI:0089
P59220	Q9LFU3	At3g43810	At5g15830/F14F8_210	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LHI7	At3g43810	At3g12200	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LJL9	At3g43810	At3g19100	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LJY7	At3g43810	At3g20110	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LJZ2	At3g43810	At3g20080	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LKA4	At3g43810	At3g15010	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LNG8	At3g43810	At1g48150	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LQ65	At3g43810	At1g59530	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LSI9	At3g43810	At3g28450	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LTM4	At3g43810	At3g26170	positive	MI:0407	0.59	2	MI:0089;MI:0809
P59220	Q9LUI6	At3g43810	At3g22750	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LV04	At3g43810	At5g53450	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LW45	At3g43810	At3g30530	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LW66	At3g43810	At3g23310	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LX56	At3g43810	At3g59150	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LYL6	At3g43810	At3g56270	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LZP8	At3g43810	At3g62420	positive	MI:0407	0.44	1	MI:0089
P59220	Q9LZV7	At3g43810	At5g01890	positive	MI:0407	0.44	1	MI:0089
P59220	Q9M2K4	At3g43810	At3g58120	positive	MI:0407	0.44	1	MI:0089
P59220	Q9M7Q2	At3g43810	At3g19290	positive	MI:0407	0.44	1	MI:0089
P59220	Q9M844	At3g43810	At3g04430	positive	MI:0407	0.44	1	MI:0089
P59220	Q9M8T0	At3g43810	At3g02880	positive	MI:0407	0.59	2	MI:0089;MI:0809
P59220	Q9M8W6	At3g43810	At3g04100	positive	MI:0407	0.44	1	MI:0089
P59220	Q9M9C3	At3g43810	At1g68380/T2E12_7	positive	MI:0407	0.44	1	MI:0089
P59220	Q9M9C5	At3g43810	At1g68400	positive	MI:0407	0.44	1	MI:0089
P59220	Q9MAB4	At3g43810	At3g05050	positive	MI:0407	0.44	1	MI:0089
P59220	Q9S7H5	At3g43810	At2g04890	positive	MI:0407	0.44	1	MI:0089
P59220	Q9SGN7	At3g43810	At1g28390	positive	MI:0407	0.44	1	MI:0089
P59220	Q9SJX8	At3g43810	At2g31180	positive	MI:0407	0.44	1	MI:0089
P59220	Q9SKN2	At3g43810	At2g28380	positive	MI:0407	0.44	1	MI:0089
P59220	Q9SL70	At3g43810	At2g20110	positive	MI:0407	0.44	1	MI:0089
P59220	Q9SLP1	At3g43810	At3g61880	positive	MI:0407	0.59	2	MI:0089;MI:0809
P59220	Q9SND6	At3g43810	At3g50310	positive	MI:0407	0.44	1	MI:0089
P59220	Q9SSC7	At3g43810	At1g80120	positive	MI:0407	0.44	1	MI:0089
P59220	Q9SSF8	At3g43810	At1g74740	positive	MI:0407	0.54	2	MI:0007;MI:0089
P59220	Q9SUP6	At3g43810	At4g23810	positive	MI:0407	0.44	1	MI:0089
P59220	Q9SYS3	At3g43810	At4g04570	positive	MI:0407	0.44	1	MI:0089
P59220	Q9SZ03	At3g43810	At4g34380/F10M10_150	positive	MI:0407	0.44	1	MI:0089
P59220	Q9SZJ6	At3g43810	At4g37940	positive	MI:0407	0.44	1	MI:0089
P59220	Q9T074	At3g43810	At4g37870	positive	MI:0407	0.44	1	MI:0089
P59220	Q9ZPE4	At3g43810	At4g08980	positive	MI:0407	0.44	1	MI:0089
P59220	Q9ZUI9	At3g43810	At1g60040	positive	MI:0407	0.44	1	MI:0089
P59220	Q9ZVM9	At3g43810	At1g54610	positive	MI:0407	0.54	2	MI:0007;MI:0089
P82280	Q9SQI2	At1g68840	At1g22770	positive	MI:0407	0.53	2	MI:0007;MI:0018
P82805	Q9LHE5	At5g40930	At3g20000	positive	MI:0407	0.53	2	MI:0006;MI:0018
P82874	Q94F58	At3g27080	At5g22290	positive	MI:0407	0.53	2	MI:0096;MI:0397
P83755	Q03509	AtCg00020	At5g21274	positive	MI:0407	0.44	1	MI:0089
P83755	Q9S744	AtCg00020	At3g51920	positive	MI:0407	0.54	2	MI:0007;MI:0089
P92525	Q03509	AtMg00870	At5g21274	positive	MI:0407	0.44	1	MI:0089
P92525	Q9S744	AtMg00870	At3g51920	positive	MI:0407	0.44	1	MI:0089
P92958	Q42384	At3g29160	At4g15900	positive	MI:0407	0.53	2	MI:0018;MI:0096
P92958	Q9LVG2	At3g29160	At5g60120	positive	MI:0407	0.53	2	MI:0096;MI:0397
P92973	Q08467	At2g46830	At5g67380	positive	MI:0407	0.68	4	MI:0096;MI:0424
P92978	Q93ZY2	At3g51300	At4g38430	positive	MI:0407	0.44	1	MI:0096
P92978	Q9LR44	At3g51300	At1g05560	positive	MI:0407	0.44	1	MI:0096
P93002	Q5ICL9	At1g64280	At4g19660	positive	MI:0407	0.54	3	MI:0018;MI:0096
P93002	Q8L746	At1g64280	At5g45110	positive	MI:0407	0.54	2	MI:0018;MI:0096
P93002	Q9LUA3	At1g64280	At3g25882	positive	MI:0407	0.71	5	MI:0096;MI:0397;MI:1112;MI:1356
P93002	Q9SZI3	At1g64280	At4g26120	positive	MI:0407	0.41	2	MI:0018
P93004	Q8VZ95	At4g35100	At3g60600	positive	MI:0407	0.53	3	MI:0096;MI:0397
P93022	Q9SN12	At5g20730	At3g50060	positive	MI:0407	0.53	3	MI:0096;MI:0809
P93024	P93024	At1g19850	At1g19850	positive	MI:0407	0.79	5	MI:0018;MI:0055;MI:0114;MI:0809;MI:1204
P93025	P93025	At5g58140	At5g58140	positive	MI:0407	0.44	2	MI:0030
P93050	Q03509	At2g48010	At5g21274	positive	MI:0407	0.44	1	MI:0089
P93050	Q9S744	At2g48010	At3g51920	positive	MI:0407	0.44	1	MI:0089
P93831	Q9LT47	At2g23380	At3g20740	positive	MI:0407	0.73	4	MI:0018;MI:0096
P93831	Q9SHY1	At2g23380	At1g65740	positive	MI:0407	0.51	2	MI:0018;MI:0809
P93836	P93836	At1g06570	At1g06570	positive	MI:0407	0.62	2	MI:0114
P94077	Q8W245	At4g20380	At1g31260	positive	MI:0407	0.59	3	MI:0018;MI:0051;MI:0413
P94102	Q39009	At5g20850	At3g22880	positive	MI:0407	0.59	4	MI:0007;MI:0018
P94102	Q7Y1C4	At5g20850	At5g01630	positive	MI:0407	0.65	5	MI:0007;MI:0018
P94102	Q7Y1C5	At5g20850	At4g00020/At4g00010	positive	MI:0407	0.74	5	MI:0007;MI:0018;MI:0096
P94102	Q9XIR8	At5g20850	At1g64750	positive	MI:0407	0.44	1	MI:0007
Q00958	Q39090	At5g61850	At1g30950	positive	MI:0407	0.65	6	MI:0007;MI:0018;MI:0096;MI:0402
Q00958	Q6EVK6	At5g61850	At2g46020	positive	MI:0407	0.58	3	MI:0018;MI:0096;MI:0809
Q03509	Q29Q72	At5g21274		positive	MI:0407	0.44	1	MI:0089
Q03509	Q2V359	At5g21274	At5g20810	positive	MI:0407	0.54	2	MI:0007;MI:0089
Q03509	Q39010	At5g21274	At2g30980	positive	MI:0407	0.44	1	MI:0089
Q03509	Q39050	At5g21274	At4g14340	positive	MI:0407	0.44	1	MI:0089
Q03509	Q42479	At5g21274	At4g23650	positive	MI:0407	0.54	2	MI:0007;MI:0089
Q03509	Q4PSE3	At5g21274	At5g27050	positive	MI:0407	0.44	1	MI:0089
Q03509	Q4PSU4	At5g21274	At2g24840	positive	MI:0407	0.44	1	MI:0089
Q03509	Q5XXJ3	At5g21274	At3g58780	positive	MI:0407	0.44	1	MI:0089
Q03509	Q70E96	At5g21274	At4g36250	positive	MI:0407	0.44	1	MI:0089
Q03509	Q7X9H6	At5g21274	At3g30260	positive	MI:0407	0.44	1	MI:0089
Q03509	Q7X9N2	At5g21274	At5g27070	positive	MI:0407	0.44	1	MI:0089
Q03509	Q84JC2	At5g21274	At4g18650	positive	MI:0407	0.44	1	MI:0089
Q03509	Q84WC8	At5g21274		positive	MI:0407	0.44	1	MI:0089
Q03509	Q8GWV6	At5g21274	At5g20810/T1M15_210	positive	MI:0407	0.44	1	MI:0096
Q03509	Q8GY11	At5g21274	At2g46130	positive	MI:0407	0.44	1	MI:0089
Q03509	Q8GY88	At5g21274	At4g39540	positive	MI:0407	0.44	1	MI:0089
Q03509	Q8GYF5	At5g21274	At5g66790	positive	MI:0407	0.44	1	MI:0089
Q03509	Q8GYP4	At5g21274	At4g18630/F28A21_40	positive	MI:0407	0.44	1	MI:0089
Q03509	Q8GZ99	At5g21274	At5g49760	positive	MI:0407	0.44	1	MI:0089
Q03509	Q8H1D6	At5g21274	At5g10520	positive	MI:0407	0.44	1	MI:0089
Q03509	Q8W490	At5g21274	At1g12680	positive	MI:0407	0.44	1	MI:0089
Q03509	Q93XM6	At5g21274	At1g08320	positive	MI:0407	0.44	1	MI:0089
Q03509	Q93Z27	At5g21274	At5g39670	positive	MI:0407	0.44	1	MI:0089
Q03509	Q93Z30	At5g21274	At4g18950	positive	MI:0407	0.44	1	MI:0089
Q03509	Q94AA4	At5g21274	At4g26270	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9C5C0	At5g21274	At1g53510	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9CAG5	At5g21274	At1g67530	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9FGX2	At5g21274	At5g49450	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9FGZ5	At5g21274	At5g49490	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9FHN8	At5g21274	At5g65930	positive	MI:0407	0.56	2	MI:0049;MI:0401
Q03509	Q9FIK0	At5g21274	At5g47810	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9FIW6	At5g21274	At5g39810	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9FJK3	At5g21274	At5g48670	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9FL03	At5g21274	At5g66770	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9FL19	At5g21274	At5g40120	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9FLL0	At5g21274	At5g41200	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9FLV4	At5g21274	At5g24080	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9FMC2	At5g21274	At5g38800	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9FUD3	At5g21274	At5g24800	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LDI3	At5g21274	At5g35410	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LFU3	At5g21274	At5g15830/F14F8_210	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LHI7	At5g21274	At3g12200	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LJL9	At5g21274	At3g19100	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LJY7	At5g21274	At3g20110	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LQ65	At5g21274	At1g59530	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LSI9	At5g21274	At3g28450	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LUI6	At5g21274	At3g22750	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LV04	At5g21274	At5g53450	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LW66	At5g21274	At3g23310	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LX56	At5g21274	At3g59150	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LYL6	At5g21274	At3g56270	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LZP8	At5g21274	At3g62420	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9LZV7	At5g21274	At5g01890	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9M2K4	At5g21274	At3g58120	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9M7Q2	At5g21274	At3g19290	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9M8T0	At5g21274	At3g02880	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9M9C3	At5g21274	At1g68380/T2E12_7	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9M9C5	At5g21274	At1g68400	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9S7H5	At5g21274	At2g04890	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9SGN7	At5g21274	At1g28390	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9SJX8	At5g21274	At2g31180	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9SKN2	At5g21274	At2g28380	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9SL70	At5g21274	At2g20110	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9SLP1	At5g21274	At3g61880	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9SND6	At5g21274	At3g50310	positive	MI:0407	0.54	2	MI:0007;MI:0089
Q03509	Q9SSC7	At5g21274	At1g80120	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9SSF8	At5g21274	At1g74740	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9SUP6	At5g21274	At4g23810	positive	MI:0407	0.54	2	MI:0007;MI:0089
Q03509	Q9SYS3	At5g21274	At4g04570	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9SZ03	At5g21274	At4g34380/F10M10_150	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9SZJ6	At5g21274	At4g37940	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9T074	At5g21274	At4g37870	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9ZPE4	At5g21274	At4g08980	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9ZUI9	At5g21274	At1g60040	positive	MI:0407	0.44	1	MI:0089
Q03509	Q9ZVM9	At5g21274	At1g54610	positive	MI:0407	0.44	1	MI:0089
Q08733	Q9SV31	At1g01620	At3g54820	positive	MI:0407	0.65	5	MI:0096;MI:0112;MI:0397
Q0V7X4	Q9M1K0	At2g28160	At3g56980	positive	MI:0407	0.67	5	MI:0018;MI:0809;MI:1356;MI:2277
Q0WLB5	Q0WLB5	At3g08530	At3g08530	positive	MI:0407	0.57	2	MI:0397;MI:0809
Q0WNP7	Q9SCZ4	At2g45890	At3g51550	positive	MI:0407	0.41	1	MI:0018
Q147J7	Q9FZK5		At1g27300/F17L21.9	positive	MI:0407	0.53	2	MI:0096;MI:0397
Q1EBV6	Q8H1E4	At5g21010	At1g78080	positive	MI:0407	0.44	1	MI:0096
Q1EC57	Q8LAZ7		At1g22920	positive	MI:0407	0.44	2	MI:0096
Q1ECJ7	Q5XPJ9	At1g60430	At2g38440	positive	MI:0407	0.68	4	MI:0018;MI:0096;MI:0809
Q1H5F3	Q8GWV6	At3g43810	At5g20810/T1M15_210	positive	MI:0407	0.44	1	MI:0096
Q1KS66	Q9SCZ4	At5g19560	At3g51550	positive	MI:0407	0.41	1	MI:0018
Q27IK7	Q84M91	At3g17360	At3g05330	positive	MI:0407	0.57	2	MI:0018
Q27IK7	Q9LE82	At3g17360	At3g63130	positive	MI:0407	0.53	2	MI:0007;MI:0018
Q29PQ8	Q67XQ1	At1g59940	At1g03430	positive	MI:0407	0.53	3	MI:0018;MI:0096
Q29PQ8	Q9SAZ5	At1g59940	At5g39340	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q29Q72	Q9S744		At3g51920	positive	MI:0407	0.44	1	MI:0089
Q2HIV3	Q67XQ1	At1g10470	At1g03430	positive	MI:0407	0.53	3	MI:0018;MI:0096
Q2HIV3	Q9SAZ5	At1g10470	At5g39340	positive	MI:0407	0.44	1	MI:0096
Q2V359	Q9S744	At5g20810	At3g51920	positive	MI:0407	0.54	2	MI:0007;MI:0089
Q38822	Q570C0	At1g04240	At3g62980	positive	MI:0407	0.71	3	MI:0007;MI:0096
Q38822	Q9LW29	At1g04240	At3g26810	positive	MI:0407	0.44	1	MI:0096
Q38822	Q9ZR12	At1g04240	At4g03190	positive	MI:0407	0.44	1	MI:0096
Q38825	Q39255	At3g23050	At1g75950	positive	MI:0407	0.67	4	MI:0096;MI:0114;MI:0404
Q38825	Q570C0	At3g23050	At3g62980	positive	MI:0407	0.81	8	MI:0006;MI:0096;MI:0114;MI:0404
Q38825	Q9LW29	At3g23050	At3g26810	positive	MI:0407	0.61	2	MI:0096
Q38825	Q9ZR12	At3g23050	At4g03190	positive	MI:0407	0.61	2	MI:0096
Q38847	Q9S744	At5g13790	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q38872	Q9LD83	At2g17290	At1g12480	positive	MI:0407	0.41	1	MI:0809
Q38874	Q9FWS9	At1g62360	At1g75410	positive	MI:0407	0.68	4	MI:0007;MI:0018;MI:0809
Q38874	Q9LZM8	At1g62360	At5g02030	positive	MI:0407	0.87	9	MI:0007;MI:0018;MI:0047;MI:0416;MI:0809
Q38885	Q8LBP4	At2g18710	At2g28800	positive	MI:0407	0.73	8	MI:0006;MI:0030;MI:0040;MI:0071;MI:0112;MI:0276
Q38902	Q8SAB7	At2g17800	At4g16340	positive	MI:0407	0.44	1	MI:0096
Q38906	Q38906	At5g05000	At5g05000	positive	MI:0407	0.56	2	MI:0049;MI:0071
Q38919	Q8SAB7	At1g20090	At4g16340	positive	MI:0407	0.66	3	MI:0018;MI:0096
Q38920	Q9LX33	At5g40280	At3g59380	positive	MI:0407	0.53	4	MI:0007;MI:0809
Q38937	Q8SAB7	At1g75840	At4g16340	positive	MI:0407	0.44	1	MI:0096
Q38997	Q944A6	At3g01090	At1g09020	positive	MI:0407	0.8	17	MI:0004;MI:0007;MI:0018;MI:0030;MI:1314
Q39009	Q7Y1C4	At3g22880	At5g01630	positive	MI:0407	0.68	6	MI:0007;MI:0018
Q39009	Q7Y1C5	At3g22880	At4g00020/At4g00010	positive	MI:0407	0.65	4	MI:0007;MI:0018
Q39010	Q9S744	At2g30980	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q39011	Q9C9A5	At4g18710	At1g71030	positive	MI:0407	0.56	2	MI:0096;MI:0424
Q39011	Q9CAD5	At4g18710	At1g63700	positive	MI:0407	0.64	4	MI:0007;MI:0018;MI:0047;MI:0424
Q39011	Q9LN63	At4g18710	At1g19350	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q39026	Q9FKG1	At2g43790	At5g61600	positive	MI:0407	0.61	3	MI:0007;MI:0055;MI:0424
Q39050	Q9S744	At4g14340	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q39057	Q9LQT8	At5g15840	At1g14920	positive	MI:0407	0.61	4	MI:0007;MI:0018;MI:0096;MI:0416
Q39057	Q9SLG0	At5g15840	At2g38880	positive	MI:0407	0.64	6	MI:0007;MI:0018;MI:0055;MI:0663
Q39057	Q9SLH3	At5g15840	At2g01570	positive	MI:0407	0.57	3	MI:0007;MI:0096;MI:0416
Q39057	Q9SMP0	At5g15840	At3g48590	positive	MI:0407	0.74	8	MI:0007;MI:0018;MI:0055;MI:0663;MI:1356;MI:2277
Q39128	Q39128	At5g46240	At5g46240	positive	MI:0407	0.83	6	MI:0018;MI:0071;MI:0112;MI:0410;MI:2339
Q39160	Q39160	At1g17580	At1g17580	positive	MI:0407	0.53	4	MI:0055;MI:0809
Q39163	Q39163	At5g06960	At5g06960	positive	MI:0407	0.59	2	MI:0055;MI:0397
Q39183	Q9XF67	At5g47750	At5g04510	positive	MI:0407	0.7	4	MI:0096;MI:0397;MI:0423
Q39191	Q9SL15	At1g21250	At2g05520	positive	MI:0407	0.63	5	MI:0006;MI:0018;MI:0071;MI:0096
Q39191	Q9ZSJ6	At1g21250	At2g05380	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q39192	Q9CAJ0	At3g50500	At1g72770	positive	MI:0407	0.57	2	MI:0018
Q39192	Q9FIF5	At3g50500	At5g59220	positive	MI:0407	0.41	1	MI:0018
Q39192	Q9FLI3	At3g50500	At5g51760	positive	MI:0407	0.57	2	MI:0018
Q39192	Q9LD83	At3g50500	At1g12480	positive	MI:0407	0.41	1	MI:0809
Q39192	Q9LNP9	At3g50500	At1g17550	positive	MI:0407	0.41	1	MI:0018
Q39192	Q9LNW3	At3g50500	At1g07430	positive	MI:0407	0.41	1	MI:0018
Q39192	Q9ZW21	At3g50500	At2g29380	positive	MI:0407	0.41	1	MI:0018
Q39193	Q9CAJ0	At5g66880	At1g72770	positive	MI:0407	0.59	2	MI:0018;MI:0944
Q39193	Q9FIF5	At5g66880	At5g59220	positive	MI:0407	0.41	1	MI:0018
Q39193	Q9FLI3	At5g66880	At5g51760	positive	MI:0407	0.53	2	MI:0007;MI:0018
Q39193	Q9LD83	At5g66880	At1g12480	positive	MI:0407	0.41	1	MI:0809
Q39193	Q9LNP9	At5g66880	At1g17550	positive	MI:0407	0.41	1	MI:0018
Q39193	Q9ZW21	At5g66880	At2g29380	positive	MI:0407	0.41	1	MI:0018
Q39204	Q8LBM2	At1g32640	At1g30135	positive	MI:0407	0.78	7	MI:0018;MI:0096;MI:0905;MI:1356;MI:2277
Q39204	Q8W4J8	At1g32640	At1g70700	positive	MI:0407	0.96	19	MI:0007;MI:0018;MI:0096;MI:0397;MI:0905;MI:1112;MI:1356;MI:2277
Q39204	Q9C5K8	At1g32640	At5g20900	positive	MI:0407	0.78	7	MI:0018;MI:0096;MI:0905;MI:1356;MI:2277
Q39204	Q9LMA8	At1g32640	At1g19180	positive	MI:0407	0.95	13	MI:0007;MI:0018;MI:0096;MI:1356;MI:2277
Q39204	Q9LVI4	At1g32640	At3g17860	positive	MI:0407	0.77	7	MI:0007;MI:0018;MI:0096
Q39204	Q9LZW4	At1g32640	At5g01820	positive	MI:0407	0.64	5	MI:0096;MI:0397;MI:0809;MI:1112;MI:1356
Q39212	Q9SY69	At2g15400	At1g10270	positive	MI:0407	0.51	3	MI:0018;MI:0809
Q39218	Q43725	At3g13110	At3g59760	positive	MI:0407	0.8	6	MI:0018;MI:0028;MI:0096;MI:0107;MI:0400
Q39255	Q570C0	At1g75950	At3g62980	positive	MI:0407	0.86	11	MI:0007;MI:0018;MI:0069;MI:0071;MI:0114;MI:0397;MI:0404;MI:1112;MI:1356
Q39255	Q9FDX1	At1g75950	At5g57900	positive	MI:0407	0.65	5	MI:0018;MI:0096;MI:0397
Q39255	Q9FE83	At1g75950	At5g67250	positive	MI:0407	0.65	3	MI:0018;MI:0096;MI:0397
Q39255	Q9LEX0	At1g75950	At3g61060	positive	MI:0407	0.69	4	MI:0018;MI:0096
Q39255	Q9SHY1	At1g75950	At1g65740	positive	MI:0407	0.51	2	MI:0007;MI:0018
Q39255	Q9SKK0	At1g75950	At2g25490	positive	MI:0407	0.85	7	MI:0018;MI:0096;MI:0397;MI:1112;MI:1356
Q39255	Q9ZR12	At1g75950	At4g03190	positive	MI:0407	0.69	3	MI:0007;MI:0018;MI:0096
Q3EBC8	Q8GY79	At3g03300	At5g41070	positive	MI:0407	0.44	1	MI:0047
Q3EBC8	Q9LXW7	At3g03300	At3g43920	positive	MI:0407	0.44	1	MI:0047
Q3EBC8	Q9SP32	At3g03300	At1g01040	positive	MI:0407	0.44	1	MI:0047
Q41951	Q41951	At3g16240	At3g16240	positive	MI:0407	0.56	2	MI:0071;MI:0114
Q42328	Q9C8W7	At2g43510	At1g71950	positive	MI:0407	0.44	1	MI:0096
Q42404	Q9SEE9	At3g50670	At1g16610	positive	MI:0407	0.67	4	MI:0018;MI:0096
Q42404	Q9SEU4	At3g50670	At1g55310	positive	MI:0407	0.53	3	MI:0018;MI:0096
Q42479	Q9S744	At4g23650	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q42545	Q42545	At5g55280	At5g55280	positive	MI:0407	0.58	3	MI:0018;MI:0055;MI:0809
Q42545	Q9FIG9	At5g55280	At5g42480	positive	MI:0407	0.59	2	MI:0018;MI:0055
Q42545	Q9LXJ0	At5g55280	At3g52750	positive	MI:0407	0.58	6	MI:0018;MI:0055;MI:0809
Q43125	Q43125	At4g08920	At4g08920	positive	MI:0407	0.66	6	MI:0007;MI:0018;MI:0030;MI:0071;MI:0096
Q43295	Q43295	At2g14750	At2g14750	positive	MI:0407	0.62	3	MI:0030;MI:0071;MI:0114
Q43725	Q43725	At3g59760	At3g59760	positive	MI:0407	0.67	3	MI:0018;MI:0028;MI:0114
Q4PSE3	Q9S744	At5g27050	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q4PSU4	Q9S744	At2g24840	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q4VP08	Q8VZG8	At5g43510	At4g08850	positive	MI:0407	0.61	4	MI:0007;MI:0096;MI:1247
Q4VP08	Q9FII5	At5g43510	At5g61480	positive	MI:0407	0.44	1	MI:1247
Q4VP08	Q9M0G7	At5g43510	At4g28650	positive	MI:0407	0.61	4	MI:0007;MI:0096;MI:1247
Q500U8	Q9LQ12	At4g35420	At1g62940	positive	MI:0407	0.57	3	MI:0018;MI:0055;MI:0096
Q56WM6	Q9SCZ4	At1g31650	At3g51550	positive	MI:0407	0.41	1	MI:0018
Q56Y52	Q9SPU7	At2g05210	At5g16850	positive	MI:0407	0.53	4	MI:0007;MI:0018
Q58G47	Q9SV55	At1g48500	At4g28910	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q5ICL9	Q5ICL9	At4g19660	At4g19660	positive	MI:0407	0.54	2	MI:0018;MI:0071
Q5ICL9	Q8L746	At4g19660	At5g45110	positive	MI:0407	0.67	5	MI:0018;MI:0397;MI:1112;MI:1356
Q5S2C3	Q5S2C4	At5g18410	At2g35110	positive	MI:0407	0.76	5	MI:0018;MI:0096
Q5XEZ5	Q5XEZ5	At4g22120	At4g22120	positive	MI:0407	0.53	2	MI:0410
Q5XPJ9	Q94JY4	At2g38440	At2g22640	positive	MI:0407	0.65	3	MI:0007;MI:0018;MI:0809
Q5XXJ3	Q9S744	At3g58780	At3g51920	positive	MI:0407	0.44	1	MI:0089
Q67XQ1	Q7G8V2	At1g03430	At1g74890	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q67XQ1	Q9C5U0	At1g03430	At2g01830	positive	MI:0407	0.53	3	MI:0018;MI:0096
Q67XQ1	Q9C5U1	At1g03430	At1g27320	positive	MI:0407	0.53	3	MI:0018;MI:0096
Q67XQ1	Q9C5U2	At1g03430	At5g35750	positive	MI:0407	0.53	3	MI:0018;MI:0096
Q67XQ1	Q9FXD6	At1g03430	At1g67710	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q67XQ1	Q9SB04	At1g03430	At3g48100	positive	MI:0407	0.53	3	MI:0018;MI:0096
Q67XQ1	Q9SHC2	At1g03430	At2g40670	positive	MI:0407	0.53	3	MI:0018;MI:0096
Q67XQ1	Q9ZWS6	At1g03430	At5g62920	positive	MI:0407	0.53	2	MI:0018;MI:0096
Q67XQ1	Q9ZWS7	At1g03430	At1g19050	positive	MI:0407	0.53	3	MI:0018;MI:0096
Q67ZB3	Q940H8	At5g48385	At4g14900	positive	MI:0407	0.53	3	MI:0096;MI:0397
