protein_id	sequence_length	status	reason
Q94K72	92	eligible	within_max_length
Q94KB4	460	eligible	within_max_length
Q94KI8	733	eligible	within_max_length
Q95747	179	eligible	within_max_length
Q95749	556	eligible	within_max_length
Q96247	485	eligible	within_max_length
Q96250	325	eligible	within_max_length
Q96251	238	eligible	within_max_length
Q96253	70	eligible	within_max_length
Q96254	445	eligible	within_max_length
Q96266	263	eligible	within_max_length
Q96276	219	eligible	within_max_length
Q96282	779	eligible	within_max_length
Q96285	661	eligible	within_max_length
Q96286	366	eligible	within_max_length
Q96288	248	eligible	within_max_length
Q96293	377	eligible	within_max_length
Q96321	532	eligible	within_max_length
Q96524	612	eligible	within_max_length
Q9AR19	568	eligible	within_max_length
Q9ASQ2	309	eligible	within_max_length
Q9ASR1	843	eligible	within_max_length
Q9ASS2	601	eligible	within_max_length
Q9ASS6	259	eligible	within_max_length
Q9ASX6	137	eligible	within_max_length
Q9ASX9	251	eligible	within_max_length
Q9ASY2	210	eligible	within_max_length
Q9ASY3	255	eligible	within_max_length
Q9ATB4	487	eligible	within_max_length
Q9C4Z6	326	eligible	within_max_length
Q9C4Z7	229	eligible	within_max_length
Q9C4Z8	176	eligible	within_max_length
Q9C504	112	eligible	within_max_length
Q9C508	390	eligible	within_max_length
Q9C519	553	eligible	within_max_length
Q9C524	384	eligible	within_max_length
Q9C525	524	eligible	within_max_length
Q9C533	596	eligible	within_max_length
Q9C551	537	eligible	within_max_length
Q9C553	621	eligible	within_max_length
Q9C557	249	eligible	within_max_length
Q9C562	479	eligible	within_max_length
Q9C595	251	eligible	within_max_length
Q9C5A9	559	eligible	within_max_length
Q9C5C0	615	eligible	within_max_length
Q9C5C7	481	eligible	within_max_length
Q9C5C8	202	eligible	within_max_length
Q9C5E5	509	eligible	within_max_length
Q9C5G2	423	eligible	within_max_length
Q9C5G5	597	eligible	within_max_length
Q9C5G8	467	eligible	within_max_length
Q9C5H4	690	eligible	within_max_length
Q9C5H9	678	eligible	within_max_length
Q9C5I3	166	eligible	within_max_length
Q9C5J5	319	eligible	within_max_length
Q9C5J7	485	eligible	within_max_length
Q9C5K8	187	eligible	within_max_length
Q9C5L8	585	eligible	within_max_length
Q9C5Q2	262	eligible	within_max_length
Q9C5S9	674	eligible	within_max_length
Q9C5T4	310	eligible	within_max_length
Q9C5T5	166	eligible	within_max_length
Q9C5U0	1080	excluded_length	sequence_exceeds_max_length
Q9C5U1	1036	excluded_length	sequence_exceeds_max_length
Q9C5U2	1176	excluded_length	sequence_exceeds_max_length
Q9C5X8	819	eligible	within_max_length
Q9C5Z2	337	eligible	within_max_length
Q9C5Z3	441	eligible	within_max_length
Q9C616	388	eligible	within_max_length
Q9C658	611	eligible	within_max_length
Q9C6A1	445	eligible	within_max_length
Q9C6B8	622	eligible	within_max_length
Q9C6C8	254	eligible	within_max_length
Q9C6M0	483	eligible	within_max_length
Q9C6M5	361	eligible	within_max_length
Q9C6S5	495	eligible	within_max_length
Q9C6T7	119	eligible	within_max_length
Q9C6Y3	460	eligible	within_max_length
Q9C758	324	eligible	within_max_length
Q9C788	524	eligible	within_max_length
Q9C794	350	eligible	within_max_length
Q9C7A8	210	eligible	within_max_length
Q9C7I9	590	eligible	within_max_length
Q9C7K0	282	eligible	within_max_length
Q9C7N3	237	eligible	within_max_length
Q9C7R6	729	eligible	within_max_length
Q9C7S5	1095	excluded_length	sequence_exceeds_max_length
Q9C7Y2	229	eligible	within_max_length
Q9C803	175	eligible	within_max_length
Q9C809	395	eligible	within_max_length
Q9C827	926	eligible	within_max_length
Q9C836	178	eligible	within_max_length
Q9C865	439	eligible	within_max_length
Q9C888	762	eligible	within_max_length
Q9C895	900	eligible	within_max_length
Q9C899	361	eligible	within_max_length
Q9C8C4	404	eligible	within_max_length
Q9C8D1	431	eligible	within_max_length
Q9C8F7	112	eligible	within_max_length
Q9C8G5	724	eligible	within_max_length
Q9C8J8	678	eligible	within_max_length
Q9C8M0	314	eligible	within_max_length
Q9C8M5	476	eligible	within_max_length
Q9C8T1	229	eligible	within_max_length
Q9C8W5	225	eligible	within_max_length
Q9C8W7	136	eligible	within_max_length
Q9C8Y3	511	eligible	within_max_length
Q9C8Y7	456	eligible	within_max_length
Q9C8Z9	221	eligible	within_max_length
Q9C932	317	eligible	within_max_length
Q9C933	366	eligible	within_max_length
Q9C941	454	eligible	within_max_length
Q9C944	134	eligible	within_max_length
Q9C952	693	eligible	within_max_length
Q9C960	191	eligible	within_max_length
Q9C966	179	eligible	within_max_length
Q9C977	596	eligible	within_max_length
Q9C994	485	eligible	within_max_length
Q9C995	161	eligible	within_max_length
Q9C9A5	195	eligible	within_max_length
Q9C9A6	628	eligible	within_max_length
Q9C9A9	392	eligible	within_max_length
Q9C9B5	151	eligible	within_max_length
Q9C9D4	224	eligible	within_max_length
Q9C9E3	269	eligible	within_max_length
Q9C9F0	374	eligible	within_max_length
Q9C9G5	160	eligible	within_max_length
Q9C9H1	244	eligible	within_max_length
Q9C9H5	484	eligible	within_max_length
Q9C9H8	909	eligible	within_max_length
Q9C9I0	164	eligible	within_max_length
Q9C9N5	685	eligible	within_max_length
Q9C9N6	607	eligible	within_max_length
Q9C9N8	433	eligible	within_max_length
Q9C9Q4	651	eligible	within_max_length
Q9C9U2	398	eligible	within_max_length
Q9C9U4	576	eligible	within_max_length
Q9C9V2	78	eligible	within_max_length
Q9C9W0	263	eligible	within_max_length
Q9C9W9	619	eligible	within_max_length
Q9C9X0	622	eligible	within_max_length
Q9C9Y8	640	eligible	within_max_length
Q9CA19	154	eligible	within_max_length
Q9CA67	467	eligible	within_max_length
Q9CA89	515	eligible	within_max_length
Q9CA98	240	eligible	within_max_length
Q9CAC1	492	eligible	within_max_length
Q9CAC5	191	eligible	within_max_length
Q9CAD1	534	eligible	within_max_length
Q9CAD5	883	eligible	within_max_length
Q9CAF6	950	eligible	within_max_length
Q9CAG5	782	eligible	within_max_length
Q9CAI2	414	eligible	within_max_length
Q9CAJ0	511	eligible	within_max_length
Q9CAJ8	166	eligible	within_max_length
Q9CAK8	231	eligible	within_max_length
Q9CAP8	691	eligible	within_max_length
Q9CAR7	286	eligible	within_max_length
Q9CAT5	314	eligible	within_max_length
Q9CAX3	204	eligible	within_max_length
Q9CB01	202	eligible	within_max_length
Q9FDX1	300	eligible	within_max_length
Q9FDX9	98	eligible	within_max_length
Q9FE06	305	eligible	within_max_length
Q9FE22	292	eligible	within_max_length
Q9FE25	248	eligible	within_max_length
Q9FE67	200	eligible	within_max_length
Q9FE78	344	eligible	within_max_length
Q9FE83	527	eligible	within_max_length
Q9FEF7	216	eligible	within_max_length
Q9FEG2	291	eligible	within_max_length
Q9FF49	704	eligible	within_max_length
Q9FF53	291	eligible	within_max_length
Q9FF87	457	eligible	within_max_length
Q9FF91	946	eligible	within_max_length
Q9FF99	467	eligible	within_max_length
Q9FFA7	368	eligible	within_max_length
Q9FFC0	145	eligible	within_max_length
Q9FFD3	597	eligible	within_max_length
Q9FFD5	153	eligible	within_max_length
Q9FFD7	204	eligible	within_max_length
Q9FFH0	386	eligible	within_max_length
Q9FFJ0	130	eligible	within_max_length
Q9FFJ2	271	eligible	within_max_length
Q9FFK1	336	eligible	within_max_length
Q9FFN7	712	eligible	within_max_length
Q9FFR5	117	eligible	within_max_length
Q9FFR9	810	eligible	within_max_length
Q9FFS8	180	eligible	within_max_length
Q9FFT6	112	eligible	within_max_length
Q9FFW6	594	eligible	within_max_length
Q9FFW8	506	eligible	within_max_length
Q9FFX4	161	eligible	within_max_length
Q9FG00	491	eligible	within_max_length
Q9FG01	504	eligible	within_max_length
Q9FG05	191	eligible	within_max_length
Q9FG14	518	eligible	within_max_length
Q9FG20	242	eligible	within_max_length
Q9FG38	402	eligible	within_max_length
Q9FG61	448	eligible	within_max_length
Q9FG65	502	eligible	within_max_length
Q9FG68	329	eligible	within_max_length
Q9FG74	498	eligible	within_max_length
Q9FG81	251	eligible	within_max_length
Q9FG87	529	eligible	within_max_length
Q9FG94	331	eligible	within_max_length
Q9FGF5	175	eligible	within_max_length
Q9FGJ6	166	eligible	within_max_length
Q9FGJ8	264	eligible	within_max_length
Q9FGK0	125	eligible	within_max_length
Q9FGK5	221	eligible	within_max_length
Q9FGL2	250	eligible	within_max_length
Q9FGM1	188	eligible	within_max_length
Q9FGN0	836	eligible	within_max_length
Q9FGP3	383	eligible	within_max_length
Q9FGP7	202	eligible	within_max_length
Q9FGQ7	367	eligible	within_max_length
Q9FGR0	1442	excluded_length	sequence_exceeds_max_length
Q9FGS5	210	eligible	within_max_length
Q9FGS7	346	eligible	within_max_length
Q9FGU1	195	eligible	within_max_length
Q9FGW5	612	eligible	within_max_length
Q9FGW7	302	eligible	within_max_length
Q9FGX2	145	eligible	within_max_length
Q9FGY3	307	eligible	within_max_length
Q9FGZ5	285	eligible	within_max_length
Q9FH05	473	eligible	within_max_length
Q9FH13	166	eligible	within_max_length
Q9FH18	509	eligible	within_max_length
Q9FH22	150	eligible	within_max_length
Q9FH28	354	eligible	within_max_length
Q9FH63	306	eligible	within_max_length
Q9FH75	860	eligible	within_max_length
Q9FH95	352	eligible	within_max_length
Q9FH99	228	eligible	within_max_length
Q9FHB0	328	eligible	within_max_length
Q9FHN8	1260	excluded_length	sequence_exceeds_max_length
Q9FHP0	432	eligible	within_max_length
Q9FHQ3	137	eligible	within_max_length
Q9FHQ9	163	eligible	within_max_length
Q9FHR7	274	eligible	within_max_length
Q9FHS0	130	eligible	within_max_length
Q9FHS6	403	eligible	within_max_length
Q9FHW2	171	eligible	within_max_length
Q9FHW7	171	eligible	within_max_length
Q9FHZ1	405	eligible	within_max_length
Q9FI00	573	eligible	within_max_length
Q9FI10	197	eligible	within_max_length
Q9FI47	154	eligible	within_max_length
Q9FI70	372	eligible	within_max_length
Q9FI87	259	eligible	within_max_length
Q9FIC3	93	eligible	within_max_length
Q9FIF5	413	eligible	within_max_length
Q9FIG0	96	eligible	within_max_length
Q9FIG9	801	eligible	within_max_length
Q9FII5	1041	excluded_length	sequence_exceeds_max_length
Q9FII6	304	eligible	within_max_length
Q9FII8	447	eligible	within_max_length
Q9FIJ0	921	eligible	within_max_length
Q9FIJ5	431	eligible	within_max_length
Q9FIK0	444	eligible	within_max_length
Q9FIP0	245	eligible	within_max_length
Q9FIP9	592	eligible	within_max_length
Q9FIQ4	226	eligible	within_max_length
Q9FIR9	94	eligible	within_max_length
Q9FIU1	472	eligible	within_max_length
Q9FIW6	329	eligible	within_max_length
Q9FIW9	334	eligible	within_max_length
Q9FIX0	355	eligible	within_max_length
Q9FIY6	137	eligible	within_max_length
Q9FJ00	307	eligible	within_max_length
Q9FJ49	159	eligible	within_max_length
Q9FJ50	161	eligible	within_max_length
Q9FJ77	346	eligible	within_max_length
Q9FJ80	291	eligible	within_max_length
Q9FJ90	232	eligible	within_max_length
Q9FJB4	381	eligible	within_max_length
Q9FJE2	651	eligible	within_max_length
Q9FJF5	423	eligible	within_max_length
Q9FJH0	217	eligible	within_max_length
Q9FJK3	321	eligible	within_max_length
Q9FJL3	578	eligible	within_max_length
Q9FJV0	356	eligible	within_max_length
Q9FJW0	469	eligible	within_max_length
Q9FJZ3	431	eligible	within_max_length
Q9FK10	601	eligible	within_max_length
Q9FK25	363	eligible	within_max_length
Q9FK28	219	eligible	within_max_length
Q9FK42	147	eligible	within_max_length
Q9FK45	320	eligible	within_max_length
Q9FK46	133	eligible	within_max_length
Q9FK55	76	eligible	within_max_length
Q9FK72	345	eligible	within_max_length
Q9FK91	814	eligible	within_max_length
Q9FKA0	285	eligible	within_max_length
Q9FKD7	286	eligible	within_max_length
Q9FKF6	219	eligible	within_max_length
Q9FKF9	317	eligible	within_max_length
Q9FKG1	241	eligible	within_max_length
Q9FKH1	446	eligible	within_max_length
Q9FKI0	687	eligible	within_max_length
Q9FKJ4	439	eligible	within_max_length
Q9FKK2	299	eligible	within_max_length
Q9FKM7	171	eligible	within_max_length
Q9FKP8	279	eligible	within_max_length
Q9FKQ7	150	eligible	within_max_length
Q9FKR2	426	eligible	within_max_length
Q9FKR9	472	eligible	within_max_length
Q9FKT7	150	eligible	within_max_length
Q9FKY2	215	eligible	within_max_length
Q9FL03	584	eligible	within_max_length
Q9FL13	183	eligible	within_max_length
Q9FL19	385	eligible	within_max_length
Q9FL28	1173	excluded_length	sequence_exceeds_max_length
Q9FL33	776	eligible	within_max_length
Q9FL82	252	eligible	within_max_length
Q9FL96	73	eligible	within_max_length
Q9FLA1	436	eligible	within_max_length
Q9FLB1	203	eligible	within_max_length
Q9FLD4	256	eligible	within_max_length
Q9FLE2	424	eligible	within_max_length
Q9FLF7	445	eligible	within_max_length
Q9FLH5	211	eligible	within_max_length
Q9FLI3	416	eligible	within_max_length
Q9FLJ2	336	eligible	within_max_length
Q9FLL0	330	eligible	within_max_length
Q9FLM0	212	eligible	within_max_length
Q9FLM8	51	eligible	within_max_length
Q9FLN5	70	eligible	within_max_length
Q9FLP5	111	eligible	within_max_length
Q9FLQ2	448	eligible	within_max_length
Q9FLT8	917	eligible	within_max_length
Q9FLV4	872	eligible	within_max_length
Q9FLX5	589	eligible	within_max_length
Q9FLZ5	412	eligible	within_max_length
Q9FM10	240	eligible	within_max_length
Q9FM11	297	eligible	within_max_length
Q9FM16	268	eligible	within_max_length
Q9FM19	286	eligible	within_max_length
Q9FM43	353	eligible	within_max_length
Q9FM69	277	eligible	within_max_length
Q9FM97	498	eligible	within_max_length
Q9FMA3	728	eligible	within_max_length
Q9FMA5	465	eligible	within_max_length
Q9FMB6	298	eligible	within_max_length
Q9FMC2	165	eligible	within_max_length
Q9FMC7	178	eligible	within_max_length
Q9FME2	460	eligible	within_max_length
Q9FME4	521	eligible	within_max_length
Q9FME9	144	eligible	within_max_length
Q9FMF5	746	eligible	within_max_length
Q9FMF7	563	eligible	within_max_length
Q9FMH5	355	eligible	within_max_length
Q9FMH6	155	eligible	within_max_length
Q9FMH8	463	eligible	within_max_length
Q9FMJ0	1121	excluded_length	sequence_exceeds_max_length
Q9FMK7	365	eligible	within_max_length
Q9FML2	471	eligible	within_max_length
Q9FMM7	370	eligible	within_max_length
Q9FMN2	930	eligible	within_max_length
Q9FMP4	124	eligible	within_max_length
Q9FMR9	458	eligible	within_max_length
Q9FMS4	93	eligible	within_max_length
Q9FMT9	70	eligible	within_max_length
Q9FMV7	510	eligible	within_max_length
Q9FMX0	263	eligible	within_max_length
Q9FMY3	341	eligible	within_max_length
Q9FMZ0	337	eligible	within_max_length
Q9FN02	413	eligible	within_max_length
Q9FN03	440	eligible	within_max_length
Q9FN37	1036	excluded_length	sequence_exceeds_max_length
Q9FND1	566	eligible	within_max_length
Q9FNE4	1008	eligible	within_max_length
Q9FNM5	681	eligible	within_max_length
Q9FNP4	174	eligible	within_max_length
Q9FNQ0	625	eligible	within_max_length
Q9FNR3	639	eligible	within_max_length
Q9FNV8	139	eligible	within_max_length
Q9FNY0	485	eligible	within_max_length
Q9FNY2	385	eligible	within_max_length
Q9FNY3	292	eligible	within_max_length
Q9FNZ2	430	eligible	within_max_length
Q9FPE8	344	eligible	within_max_length
Q9FPJ4	202	eligible	within_max_length
Q9FPQ8	291	eligible	within_max_length
Q9FPR2	209	eligible	within_max_length
Q9FPS7	695	eligible	within_max_length
Q9FQ08	621	eligible	within_max_length
Q9FQ09	680	eligible	within_max_length
Q9FRH7	445	eligible	within_max_length
Q9FRK5	617	eligible	within_max_length
Q9FRK9	315	eligible	within_max_length
Q9FRL8	213	eligible	within_max_length
Q9FRS9	125	eligible	within_max_length
Q9FT76	164	eligible	within_max_length
Q9FUA4	373	eligible	within_max_length
Q9FUD3	277	eligible	within_max_length
Q9FUP0	391	eligible	within_max_length
Q9FUQ7	214	eligible	within_max_length
Q9FUS9	227	eligible	within_max_length
Q9FUT3	678	eligible	within_max_length
Q9FUY2	931	eligible	within_max_length
Q9FUZ2	273	eligible	within_max_length
Q9FV52	369	eligible	within_max_length
Q9FV71	469	eligible	within_max_length
Q9FVC1	240	eligible	within_max_length
Q9FVC8	365	eligible	within_max_length
Q9FVI6	686	eligible	within_max_length
Q9FVR6	296	eligible	within_max_length
Q9FVT5	362	eligible	within_max_length
Q9FWR4	213	eligible	within_max_length
Q9FWS9	524	eligible	within_max_length
Q9FWT2	161	eligible	within_max_length
Q9FWW2	483	eligible	within_max_length
Q9FX31	722	eligible	within_max_length
Q9FX53	406	eligible	within_max_length
Q9FX67	344	eligible	within_max_length
Q9FX99	663	eligible	within_max_length
Q9FXD6	521	eligible	within_max_length
Q9FXG6	444	eligible	within_max_length
Q9FXG8	538	eligible	within_max_length
Q9FXT6	507	eligible	within_max_length
Q9FY69	326	eligible	within_max_length
Q9FY82	489	eligible	within_max_length
Q9FY93	252	eligible	within_max_length
Q9FYA2	145	eligible	within_max_length
Q9FYC2	537	eligible	within_max_length
Q9FYD1	551	eligible	within_max_length
Q9FYE6	240	eligible	within_max_length
Q9FYF9	379	eligible	within_max_length
Q9FYK6	131	eligible	within_max_length
Q9FYR1	112	eligible	within_max_length
Q9FZ33	473	eligible	within_max_length
Q9FZ47	290	eligible	within_max_length
Q9FZ48	153	eligible	within_max_length
Q9FZ54	93	eligible	within_max_length
Q9FZ76	233	eligible	within_max_length
Q9FZ98	102	eligible	within_max_length
Q9FZF2	184	eligible	within_max_length
Q9FZK0	393	eligible	within_max_length
Q9FZK1	467	eligible	within_max_length
Q9FZK5	200	eligible	within_max_length
Q9LD37	764	eligible	within_max_length
Q9LD40	696	eligible	within_max_length
Q9LD45	247	eligible	within_max_length
Q9LD55	987	eligible	within_max_length
Q9LD83	556	eligible	within_max_length
Q9LD90	565	eligible	within_max_length
Q9LDC0	365	eligible	within_max_length
Q9LDE3	394	eligible	within_max_length
Q9LDI3	446	eligible	within_max_length
Q9LDL7	490	eligible	within_max_length
Q9LDM5	666	eligible	within_max_length
Q9LDU5	274	eligible	within_max_length
Q9LDU6	432	eligible	within_max_length
Q9LDZ0	682	eligible	within_max_length
Q9LE80	253	eligible	within_max_length
Q9LE82	535	eligible	within_max_length
Q9LEA3	523	eligible	within_max_length
Q9LEQ3	706	eligible	within_max_length
Q9LES0	245	eligible	within_max_length
Q9LET0	230	eligible	within_max_length
Q9LEV3	206	eligible	within_max_length
Q9LEX0	290	eligible	within_max_length
Q9LEZ3	529	eligible	within_max_length
Q9LF22	127	eligible	within_max_length
Q9LF53	523	eligible	within_max_length
Q9LF57	149	eligible	within_max_length
Q9LF98	358	eligible	within_max_length
Q9LFB5	475	eligible	within_max_length
Q9LFB6	267	eligible	within_max_length
Q9LFE0	820	eligible	within_max_length
Q9LFH4	512	eligible	within_max_length
Q9LFH6	299	eligible	within_max_length
Q9LFK6	99	eligible	within_max_length
Q9LFP1	221	eligible	within_max_length
Q9LFP7	493	eligible	within_max_length
Q9LFQ1	87	eligible	within_max_length
Q9LFR3	275	eligible	within_max_length
Q9LFS4	638	eligible	within_max_length
Q9LFT2	348	eligible	within_max_length
Q9LFT6	258	eligible	within_max_length
Q9LFT8	505	eligible	within_max_length
Q9LFU3	186	eligible	within_max_length
Q9LHA6	370	eligible	within_max_length
Q9LHA8	650	eligible	within_max_length
Q9LHE5	309	eligible	within_max_length
Q9LHF5	602	eligible	within_max_length
Q9LHG0	293	eligible	within_max_length
Q9LHG8	398	eligible	within_max_length
Q9LHG9	203	eligible	within_max_length
Q9LHI0	133	eligible	within_max_length
Q9LHI7	571	eligible	within_max_length
Q9LHJ9	385	eligible	within_max_length
Q9LHL6	556	eligible	within_max_length
Q9LHL8	196	eligible	within_max_length
Q9LHN2	274	eligible	within_max_length
Q9LHP1	244	eligible	within_max_length
Q9LHP2	262	eligible	within_max_length
Q9LHQ4	338	eligible	within_max_length
Q9LHS9	226	eligible	within_max_length
Q9LIA4	578	eligible	within_max_length
Q9LIA8	480	eligible	within_max_length
Q9LIB5	190	eligible	within_max_length
Q9LIC7	188	eligible	within_max_length
Q9LID1	395	eligible	within_max_length
Q9LID6	603	eligible	within_max_length
Q9LIF6	188	eligible	within_max_length
Q9LIH5	676	eligible	within_max_length
Q9LIJ8	370	eligible	within_max_length
Q9LIP9	677	eligible	within_max_length
Q9LIQ6	234	eligible	within_max_length
Q9LIR8	364	eligible	within_max_length
Q9LIS3	460	eligible	within_max_length
Q9LJ44	364	eligible	within_max_length
Q9LJ45	210	eligible	within_max_length
Q9LJ50	440	eligible	within_max_length
Q9LJ68	415	eligible	within_max_length
Q9LJD8	1368	excluded_length	sequence_exceeds_max_length
Q9LJE2	602	eligible	within_max_length
Q9LJE5	667	eligible	within_max_length
Q9LJF3	1164	excluded_length	sequence_exceeds_max_length
Q9LJF5	359	eligible	within_max_length
Q9LJG8	443	eligible	within_max_length
Q9LJL9	599	eligible	within_max_length
Q9LJM4	991	eligible	within_max_length
Q9LJP2	363	eligible	within_max_length
Q9LJQ3	96	eligible	within_max_length
Q9LJU6	119	eligible	within_max_length
Q9LJY7	510	eligible	within_max_length
Q9LJZ2	523	eligible	within_max_length
Q9LK09	347	eligible	within_max_length
Q9LK25	279	eligible	within_max_length
Q9LK29	307	eligible	within_max_length
Q9LK40	1172	excluded_length	sequence_exceeds_max_length
Q9LK50	685	eligible	within_max_length
Q9LK52	230	eligible	within_max_length
Q9LK72	276	eligible	within_max_length
Q9LK74	360	eligible	within_max_length
Q9LK95	226	eligible	within_max_length
Q9LKA4	404	eligible	within_max_length
Q9LKA5	395	eligible	within_max_length
Q9LKB9	1505	excluded_length	sequence_exceeds_max_length
Q9LKC2	453	eligible	within_max_length
Q9LKF9	739	eligible	within_max_length
Q9LKU3	917	eligible	within_max_length
Q9LKW9	1146	excluded_length	sequence_exceeds_max_length
Q9LKZ3	1013	eligible	within_max_length
Q9LM15	261	eligible	within_max_length
Q9LM46	335	eligible	within_max_length
Q9LM59	599	eligible	within_max_length
Q9LM77	215	eligible	within_max_length
Q9LM91	265	eligible	within_max_length
Q9LM92	131	eligible	within_max_length
Q9LMA8	253	eligible	within_max_length
Q9LMC7	285	eligible	within_max_length
Q9LML3	261	eligible	within_max_length
Q9LMM5	369	eligible	within_max_length
Q9LMN7	733	eligible	within_max_length
Q9LMN8	741	eligible	within_max_length
Q9LMR2	390	eligible	within_max_length
Q9LMR3	358	eligible	within_max_length
Q9LMU0	328	eligible	within_max_length
Q9LMX5	348	eligible	within_max_length
Q9LN03	641	eligible	within_max_length
Q9LN63	335	eligible	within_max_length
Q9LNC5	987	eligible	within_max_length
Q9LND7	436	eligible	within_max_length
Q9LNG8	323	eligible	within_max_length
Q9LNK0	106	eligible	within_max_length
Q9LNM6	110	eligible	within_max_length
Q9LNP9	511	eligible	within_max_length
Q9LNR3	919	eligible	within_max_length
Q9LNT6	285	eligible	within_max_length
Q9LNT9	163	eligible	within_max_length
Q9LNV3	498	eligible	within_max_length
Q9LNW3	442	eligible	within_max_length
Q9LP46	1020	eligible	within_max_length
Q9LP48	193	eligible	within_max_length
Q9LP51	520	eligible	within_max_length
Q9LPD5	261	eligible	within_max_length
Q9LPF1	370	eligible	within_max_length
Q9LPK5	155	eligible	within_max_length
Q9LPL4	360	eligible	within_max_length
Q9LPR6	271	eligible	within_max_length
Q9LPR8	482	eligible	within_max_length
Q9LPT1	686	eligible	within_max_length
Q9LPT6	208	eligible	within_max_length
Q9LPU8	373	eligible	within_max_length
Q9LPW3	450	eligible	within_max_length
Q9LPZ0	363	eligible	within_max_length
Q9LPZ9	830	eligible	within_max_length
Q9LQ02	1453	excluded_length	sequence_exceeds_max_length
Q9LQ10	557	eligible	within_max_length
Q9LQ12	542	eligible	within_max_length
Q9LQ28	184	eligible	within_max_length
Q9LQ65	148	eligible	within_max_length
Q9LQ96	255	eligible	within_max_length
Q9LQ98	345	eligible	within_max_length
Q9LQI9	419	eligible	within_max_length
Q9LQM7	485	eligible	within_max_length
Q9LQM8	305	eligible	within_max_length
Q9LQQ9	363	eligible	within_max_length
Q9LQR8	487	eligible	within_max_length
Q9LQT3	125	eligible	within_max_length
Q9LQT8	533	eligible	within_max_length
Q9LQW3	168	eligible	within_max_length
Q9LQZ2	206	eligible	within_max_length
Q9LQZ7	331	eligible	within_max_length
Q9LR30	481	eligible	within_max_length
Q9LR44	469	eligible	within_max_length
Q9LRA7	867	eligible	within_max_length
Q9LRJ9	252	eligible	within_max_length
Q9LRM4	121	eligible	within_max_length
Q9LRR4	1054	excluded_length	sequence_exceeds_max_length
Q9LRX8	206	eligible	within_max_length
Q9LRX9	186	eligible	within_max_length
Q9LRY5	354	eligible	within_max_length
Q9LRZ3	641	eligible	within_max_length
Q9LRZ4	351	eligible	within_max_length
Q9LRZ6	598	eligible	within_max_length
Q9LS08	344	eligible	within_max_length
Q9LS19	498	eligible	within_max_length
Q9LS24	292	eligible	within_max_length
Q9LS42	689	eligible	within_max_length
Q9LS61	216	eligible	within_max_length
Q9LSB2	386	eligible	within_max_length
Q9LSC7	296	eligible	within_max_length
Q9LSE2	494	eligible	within_max_length
Q9LSF1	421	eligible	within_max_length
Q9LSH4	1149	excluded_length	sequence_exceeds_max_length
Q9LSI9	605	eligible	within_max_length
Q9LSK7	480	eligible	within_max_length
Q9LST0	477	eligible	within_max_length
Q9LSX7	283	eligible	within_max_length
Q9LSX9	153	eligible	within_max_length
Q9LSY0	125	eligible	within_max_length
Q9LSY1	152	eligible	within_max_length
Q9LT47	369	eligible	within_max_length
Q9LT56	356	eligible	within_max_length
Q9LT75	611	eligible	within_max_length
Q9LT81	386	eligible	within_max_length
Q9LT87	663	eligible	within_max_length
Q9LTC7	320	eligible	within_max_length
Q9LTD6	172	eligible	within_max_length
Q9LTF2	179	eligible	within_max_length
Q9LTI0	396	eligible	within_max_length
Q9LTJ6	385	eligible	within_max_length
Q9LTM0	501	eligible	within_max_length
Q9LTM3	502	eligible	within_max_length
Q9LTM4	502	eligible	within_max_length
Q9LTT8	1344	excluded_length	sequence_exceeds_max_length
Q9LTW2	307	eligible	within_max_length
Q9LTW5	577	eligible	within_max_length
Q9LTX2	619	eligible	within_max_length
Q9LTX5	537	eligible	within_max_length
Q9LTX9	718	eligible	within_max_length
Q9LTZ4	274	eligible	within_max_length
Q9LU01	280	eligible	within_max_length
Q9LU08	98	eligible	within_max_length
Q9LU15	127	eligible	within_max_length
Q9LU44	804	eligible	within_max_length
Q9LU46	591	eligible	within_max_length
Q9LU64	305	eligible	within_max_length
Q9LU77	647	eligible	within_max_length
Q9LUA2	332	eligible	within_max_length
Q9LUA3	122	eligible	within_max_length
Q9LUA9	373	eligible	within_max_length
Q9LUC4	442	eligible	within_max_length
Q9LUG9	1309	excluded_length	sequence_exceeds_max_length
Q9LUH2	477	eligible	within_max_length
Q9LUI6	378	eligible	within_max_length
Q9LUJ3	163	eligible	within_max_length
Q9LUJ5	293	eligible	within_max_length
Q9LUL2	480	eligible	within_max_length
Q9LUN2	714	eligible	within_max_length
Q9LUN4	800	eligible	within_max_length
Q9LUN5	398	eligible	within_max_length
Q9LUS8	493	eligible	within_max_length
Q9LUV4	532	eligible	within_max_length
Q9LUV9	400	eligible	within_max_length
Q9LUZ4	607	eligible	within_max_length
Q9LV04	670	eligible	within_max_length
Q9LV09	304	eligible	within_max_length
Q9LV28	326	eligible	within_max_length
Q9LV35	609	eligible	within_max_length
Q9LV58	148	eligible	within_max_length
Q9LV75	113	eligible	within_max_length
Q9LV87	92	eligible	within_max_length
Q9LV90	479	eligible	within_max_length
Q9LVA7	229	eligible	within_max_length
Q9LVA9	420	eligible	within_max_length
Q9LVC0	60	eligible	within_max_length
Q9LVC8	288	eligible	within_max_length
Q9LVG2	485	eligible	within_max_length
Q9LVI4	352	eligible	within_max_length
Q9LVI6	647	eligible	within_max_length
Q9LVM1	728	eligible	within_max_length
Q9LVM5	324	eligible	within_max_length
